Libellé ROME,Code OGR,cluster_1,cluster_2,cluster_3,code_ROME,encoding_label
Conducteur principal / Conductrice principale de travaux,13219,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Conduite de travaux du BTP et de travaux paysagers,F1201,
Coordonnateur / Coordonnatrice de chantier,13700,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Conduite de travaux du BTP et de travaux paysagers,F1201,
Directeur / Directrice de travaux,14334,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Conduite de travaux du BTP et de travaux paysagers,F1201,
Directeur / Directrice de travaux BTP,14335,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Conduite de travaux du BTP et de travaux paysagers,F1201,
Ingénieur / Ingénieure de travaux,15676,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Conduite de travaux du BTP et de travaux paysagers,F1201,
Ingénieur / Ingénieure de travaux BTP,15677,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Conduite de travaux du BTP et de travaux paysagers,F1201,
Responsable de travaux,18887,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Conduite de travaux du BTP et de travaux paysagers,F1201,
Responsable de travaux BTP,18888,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Conduite de travaux du BTP et de travaux paysagers,F1201,
Superviseur / Superviseuse tous corps d'état,19571,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Conduite de travaux du BTP et de travaux paysagers,F1201,
Assistant / Assistante chef de chantier,38738,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Direction de chantier du BTP,F1202,
Chef d'équipe gros oeuvre,38447,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Direction de chantier du BTP,F1202,
Chef d'équipe travaux publics,38852,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Direction de chantier du BTP,F1202,
Chef de chantier,12090,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Direction de chantier du BTP,F1202,
Chef de chantier bâtiment,12091,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Direction de chantier du BTP,F1202,
Chef de chantier du BTP,12093,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Direction de chantier du BTP,F1202,
Chef de chantier électricité,12094,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Direction de chantier du BTP,F1202,
Chef de chantier génie civil,38385,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Direction de chantier du BTP,F1202,
Chef de chantier génie climatique,140944,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Direction de chantier du BTP,F1202,
Chef de chantier gros oeuvre,12095,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Direction de chantier du BTP,F1202,
Chef de chantier montage de structures métalliques,12096,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Direction de chantier du BTP,F1202,
Chef de chantier principal / principale,12099,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Direction de chantier du BTP,F1202,
Chef de chantier second oeuvre,12100,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Direction de chantier du BTP,F1202,
Chef de chantier travaux publics,12101,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Direction de chantier du BTP,F1202,
Chef de chantier travaux publics et voirie,12102,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Direction de chantier du BTP,F1202,
Commis / Commise de chantier,12754,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Direction de chantier du BTP,F1202,
Responsable de chantier,18682,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Direction de chantier du BTP,F1202,
Chef d'exploitation de carrière,12512,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Direction et ingénierie d'exploitation de gisements et de carrières,F1203,
Chef d'exploitation de gisement,12514,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Direction et ingénierie d'exploitation de gisements et de carrières,F1203,
Chef de carrière,12079,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Direction et ingénierie d'exploitation de gisements et de carrières,F1203,
Chef de chantier de forage,12092,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Direction et ingénierie d'exploitation de gisements et de carrières,F1203,
"Chef de chantier pétrole, gaz",12098,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Direction et ingénierie d'exploitation de gisements et de carrières,F1203,
Chef de gisement,12153,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Direction et ingénierie d'exploitation de gisements et de carrières,F1203,
Chef de mission prospection minière,12194,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Direction et ingénierie d'exploitation de gisements et de carrières,F1203,
Chef porion / porionne,12598,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Direction et ingénierie d'exploitation de gisements et de carrières,F1203,
Ingénieur / Ingénieure d'exploitation de gisements,15716,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Direction et ingénierie d'exploitation de gisements et de carrières,F1203,
Ingénieur / Ingénieure d'installations minières,15720,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Direction et ingénierie d'exploitation de gisements et de carrières,F1203,
Ingénieur / Ingénieure de complétion en exploitation des gisements,15629,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Direction et ingénierie d'exploitation de gisements et de carrières,F1203,
Ingénieur / Ingénieure de forage,15639,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Direction et ingénierie d'exploitation de gisements et de carrières,F1203,
Ingénieur / Ingénieure de gisement,15642,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Direction et ingénierie d'exploitation de gisements et de carrières,F1203,
Ingénieur / Ingénieure de production pétrolière,15661,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Direction et ingénierie d'exploitation de gisements et de carrières,F1203,
Ingénieur / Ingénieure de sécurité en exploitation de gisements,15672,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Direction et ingénierie d'exploitation de gisements et de carrières,F1203,
Ingénieur / Ingénieure de sonde,15673,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Direction et ingénierie d'exploitation de gisements et de carrières,F1203,
Porion / Porionne,17891,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Direction et ingénierie d'exploitation de gisements et de carrières,F1203,
Responsable d'exploitation de gisements et de carrières,18977,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Direction et ingénierie d'exploitation de gisements et de carrières,F1203,
Statigraphe,19520,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Direction et ingénierie d'exploitation de gisements et de carrières,F1203,
Stratigraphe,19538,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Direction et ingénierie d'exploitation de gisements et de carrières,F1203,
Technicien / Technicienne d'exploitation de gisement,19971,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Direction et ingénierie d'exploitation de gisements et de carrières,F1203,
Adjoint / Adjointe au responsable QSE - Qualité Sécurité Environnement BTP,140878,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Qualité Sécurité Environnement et protection santé du BTP,F1204,
Animateur / Animatrice de sécurité du BTP,11031,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Qualité Sécurité Environnement et protection santé du BTP,F1204,
Animateur / Animatrice QSE - Qualité Sécurité Environnement BTP,140879,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Qualité Sécurité Environnement et protection santé du BTP,F1204,
Chargé / Chargée de mission QSE - Qualité Sécurité Environnement BTP,140880,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Qualité Sécurité Environnement et protection santé du BTP,F1204,
Coordonnateur / Coordonnatrice de sécurité chantier,13708,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Qualité Sécurité Environnement et protection santé du BTP,F1204,
"Coordonnateur / Coordonnatrice Ordonnancement, Pilotage et Coordination de chantier -OPC-",13720,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Qualité Sécurité Environnement et protection santé du BTP,F1204,
"Coordonnateur / Coordonnatrice Sécurité, Protection de la Santé -SPS-",13721,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Qualité Sécurité Environnement et protection santé du BTP,F1204,
Ingénieur / Ingénieure HSE - Hygiène Sécurité Environnement BTP,140881,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Qualité Sécurité Environnement et protection santé du BTP,F1204,
Ingénieur /Ingénieure QHSE - Qualité Hygiène Sécurité Environnement BTP,140882,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Qualité Sécurité Environnement et protection santé du BTP,F1204,
Ingénieur / Ingénieure sécurité en BTP,15882,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Qualité Sécurité Environnement et protection santé du BTP,F1204,
Responsable environnement et sécurité chantier,19070,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Qualité Sécurité Environnement et protection santé du BTP,F1204,
Responsable HSE - Hygiène Sécurité Environnement BTP,140884,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Qualité Sécurité Environnement et protection santé du BTP,F1204,
Responsable QSE - Qualité Sécurité Environnement BTP,140885,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Qualité Sécurité Environnement et protection santé du BTP,F1204,
Responsable qualité sécurité développement durable BTP,140883,"Construction, Bâtiment et Travaux publics",Conduite et encadrement de chantier - travaux,Qualité Sécurité Environnement et protection santé du BTP,F1204,
